Unnamed: 0,id,full_text,screen_name,state,stance,med,date,week,wave,desensitized_text,masked_prediction,prediction
14297,1464325446196248578,"New analysis shows Merck's COVID-19 pill to be only 30% effective in reducing hospitalizations and deaths, versus the previous estimate of 50%, and the 89% effectivity of the Pfizer pill for Covid treatment.
",AmerLiberal,Florida,1,False,2021-11-26,97,3,"New analysis shows Merck's COVID-19 pill to be only 30% effective in reducing hospitalizations and deaths, versus the previous estimate of 50%, and the 89% effectivity of the Pfizer pill for Covid treatment.",1,1
4893,1414537942723436545,"$MRK - Merck Announces Interim Results From Phase 2/3 Studies Of Molnupiravir, An Investigational Oral Antiviral Therapeutic For Mild To Moderate COVID-19, Presented At The European Congress Of Clinical Microbiology &amp; Infectious Diseases",TeamofStockTra,Virginia,0,False,2021-07-12,77,3,"$MRK - Merck Announces Interim Results From Phase 2/3 Studies Of Molnupiravir, An Investigational Oral Antiviral Therapeutic For Mild To Moderate COVID-19, Presented At The European Congress Of Clinical Microbiology &amp; Infectious Diseases",0,0
6803,1456266874539298836,"The U.K. approves Merck's COVID-19 antiviral pill, calling it a world first ",nprbusiness,District of Columbia,2,False,2021-11-04,94,3,"The U.K. approves Merck's COVID-19 antiviral pill, calling it a world first",2,2
1813,1457757306150604804,".@Merck ( $MRK ) received approval last week from regulators in Britain for its experimental drug molnupiravir, marking the first authorization from a public health body for an oral antiviral treatment for COVID-19 in adults.

",ROINJNews,New Jersey,2,False,2021-11-08,94,3,".@USER ( $MRK ) received approval last week from regulators in Britain for its experimental drug molnupiravir, marking the first authorization from a public health body for an oral antiviral treatment for COVID-19 in adults.",2,2
9931,1453389100858421250,".@MedsPatentPool &amp; $MRK Merck statement on #molnupiravir license agreement here:  

 

#COVID19 #MaskUp #GetVaccinated 😷💉😷 ",DonnaYoungDC,District of Columbia,0,False,2021-10-27,93,3,.@USER &amp; $MRK Merck statement on @USER license agreement here: @USER @USER @USER 😷💉😷,0,0
12523,1450752549670174724,The Gates Foundation puts $120 million towards rolling out Merck's COVID-19 pill in poorer countries ,ManLeeHood,California,2,False,2021-10-20,92,3,The Gates Foundation puts $120 million towards rolling out Merck's COVID-19 pill in poorer countries,0,2
2406,1456736806406344712,"Former FDA chief Scott Gottlieb says the Covid pandemic could be over in the US by JANUARY with arrival of Pfizer's and Merck's antiviral pills - and Biden's vaccine mandates will be redundant
via  ",nickytheWeasel,New York,2,False,2021-11-05,94,3,Former FDA chief Scott Gottlieb says the Covid pandemic could be over in the US by JANUARY with arrival of Pfizer's and Merck's antiviral pills - and Biden's vaccine mandates will be redundant via,2,2
16603,1456272175216791552,"U.K. becomes first country to approve Merck's Covid-19 antiviral pill 

",bjweinman,Illinois,2,False,2021-11-04,94,3,U.K. becomes first country to approve Merck's Covid-19 antiviral pill,2,2
494,1447519283408424961,"Merck seeks FDA emergency use authorization for antiviral Covid-19 treatment molnupiravir
",CNNSotu,District of Columbia,2,False,2021-10-11,90,3,Merck seeks FDA emergency use authorization for antiviral Covid-19 treatment molnupiravir,0,2
16199,1448541707809681414,"Nice feature in @endpts on Merck's anti-COVID drug molnupiravir, how it works, and the risk of resistance emerging  ",BenjaminTseng,California,0,False,2021-10-14,91,3,"Nice feature in @USER on Merck's anti-COVID drug molnupiravir, how it works, and the risk of resistance emerging",0,0
1416,1442622737659404288,I need to research Merck with that antiviral molnupiravir. May be a smooth Covid opportunity for preventative therapy. I’m late to this news however 😭,kristynalexis,Indiana,2,False,2021-09-27,88,3,I need to research Merck with that antiviral molnupiravir. May be a smooth Covid opportunity for preventative therapy. I’m late to this news however 😭,0,2
16825,1462472208920596486,"@therecount The Merck pill, Molnupiravir, that Merck claims works on Covid 19 is, according to their data, only effective if administered at the very early stages of infection. Their drug trials showed insignificant results treating moderate cases of Covid 19.
See ",man_practical,Colorado,1,False,2021-11-21,96,3,"@USER The Merck pill, Molnupiravir, that Merck claims works on Covid 19 is, according to their data, only effective if administered at the very early stages of infection. Their drug trials showed insignificant results treating moderate cases of Covid 19. See",2,1
7058,1456297796269535233,Britain approves Merck's COVID-19 pill in world first  ,ReutersWorld,New York,2,False,2021-11-04,94,3,Britain approves Merck's COVID-19 pill in world first,2,2
11695,1460203010668351488,Podcast 729: Molnupiravir for COVID ,TheMedMinute,Colorado,0,True,2021-11-15,95,3,Podcast 729: Molnupiravir for COVID,0,0
15374,1384235542892580880,Antiviral drug Molnupiravir showing promise in trials against coronavirus  via @WUSA9,jmdc88,District of Columbia,2,False,2021-04-19,65,2,Antiviral drug Molnupiravir showing promise in trials against coronavirus via @USER,2,2
2300,1458138223813685248,"""[COVID treatment] Molnupiravir is the latest example of the FDA denying patients...the right to make their own health decisions...by prohibiting them from getting drugs that have received approval in other advanced countries."" - @mfcannon in @NYDNOpinions ",CatoPress,District of Columbia,2,False,2021-11-09,94,3,"""[COVID treatment] Molnupiravir is the latest example of the FDA denying patients...the right to make their own health decisions...by prohibiting them from getting drugs that have received approval in other advanced countries."" - @USER in @USER",2,2
2244,1458186444187455488,"Big Pharma Payday: US Government to Purchase $1 Billion More in Merck's COVID-19 Pill 

 ",MMF92691,California,1,False,2021-11-09,94,3,Big Pharma Payday: US Government to Purchase $1 Billion More in Merck's COVID-19 Pill,0,1
1783,1458145293539610629,@TrueTrumpSeries @WmHaseltine @DrEricDing @DrLeanaWen @CDCDirector @ScottGottliebMD @BorisJohnson @Merck the bigger problem is with the licensing deal merck with the United Nations-backed Medicines Patent Pool to allow more companies to make generic molnupiravir for poor countries ,jennyLbtn,Indiana,0,False,2021-11-09,94,3,@USER @USER @USER @USER @USER @USER @USER @USER the bigger problem is with the licensing deal merck with the United Nations-backed Medicines Patent Pool to allow more companies to make generic molnupiravir for poor countries,0,0
4174,1447720300892807168,"@DailyMail Two studies were done in India on molnupiravir.  A source with the Drug Controller General of India said the pill has not shown ""significant efficacy"" against moderate COVID-19, though it was having some success against mild cases. Pretty sure we already have stuff for that.",SalleeSays,Texas,1,False,2021-10-12,90,3,"@USER Two studies were done in India on molnupiravir. A source with the Drug Controller General of India said the pill has not shown ""significant efficacy"" against moderate COVID-19, though it was having some success against mild cases. Pretty sure we already have stuff for that.",1,1
2162,1460956050501242882,"$MRK Merck and Ridgeback to Present Phase 3 Data for Molnupiravir, an Investigational Oral COVID-19 Antiviral Medicine, at American Society of Tropical Medicine and Hygiene (ASTMH) 2021 Annual Meeting ",equity_newswire,California,0,False,2021-11-17,96,3,"$MRK Merck and Ridgeback to Present Phase 3 Data for Molnupiravir, an Investigational Oral COVID-19 Antiviral Medicine, at American Society of Tropical Medicine and Hygiene (ASTMH) 2021 Annual Meeting",0,0
9834,1445696509517852675,"MERCK MOLNUPIRAVIR: ♨️
""Proceed with caution and at your own peril,” wrote Raymond Schinazi, the director of the division of biochemical pharmacology at the Emory University School of Medicine, who has studied NHC for decades, in an email to Barron’s $COCP ",ms101phd,New York,1,False,2021-10-06,90,3,"MERCK MOLNUPIRAVIR: ♨️ ""Proceed with caution and at your own peril,” wrote Raymond Schinazi, the director of the division of biochemical pharmacology at the Emory University School of Medicine, who has studied NHC for decades, in an email to Barron’s $COCP",1,1
26,1375849152404410375,"Merck’s Molnupiravir Pill Could Change the Fight Against Covid 

Think Tamiflu, but for Covid!  ",Alicia_Smith19,District of Columbia,2,False,2021-03-27,62,2,"Merck’s Molnupiravir Pill Could Change the Fight Against Covid Think Tamiflu, but for Covid!",2,2
